name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people)
Jeff's - Royal Orchid Hotel,No,No,4.2 /5,80,Old Airport Road,"Club, Casual Dining","European, Spanish, Continental, Italian","₹ 1,400.00"
XU,No,Yes,4.1 /5,433,Old Airport Road,Lounge,Finger Food,"₹ 1,300.00"
Library Bar - The Leela Palace,No,No,3.4/5,109,Old Airport Road,Lounge,Continental,"₹ 1,300.00"
WAT Bar - Sterlings MAC Hotel,No,No,4.0 /5,47,Old Airport Road,"Casual Dining, Bar","North Indian, Fast Food","₹ 1,400.00"
Night Booze,No,No,4.0 /5,8,Thippasandra,"Microbrewery, Pub","North Indian, Continental, Chinese","₹ 1,000.00"
Vapour Pub & Brewery,No,Yes,4.3 /5,6998,Indiranagar,"Bar, Casual Dining","Continental, Asian, Modern Indian","₹ 1,500.00"
Nevermind - Bar & Social,No,Yes,3.9 /5,221,Indiranagar,"Bar, Casual Dining","Continental, Finger Food",
The Black Rabbit,No,Yes,4.2 /5,4239,Indiranagar,"Bar, Casual Dining","Chinese, Continental, North Indian, Mexican","₹ 2,000.00"
Tipsy Bull - The Bar Exchange,No,Yes,4.0 /5,3173,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food","₹ 1,700.00"
BTDT? Been There Done That,No,Yes,4.0 /5,962,Indiranagar,"Bar, Casual Dining","Chinese, Continental, North Indian, Mexican","₹ 1,600.00"
Tipsy Bull - The Bar Exchange,No,Yes,3.4 /5,3173,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food","₹ 1,100.00"
BTDT? Been There Done That,No,Yes,4.2 /5,962,Indiranagar,Pub,"Russian, Continental, North Indian","₹ 1,100.00"
Tippler,No,Yes,3.8 /5,2946,Indiranagar,Pub,"American, Asian, European, North Indian","₹ 1,500.00"
Monkey Bar,Yes,No,3.7 /5,3890,Indiranagar,"Cafe, Casual Dining","Cafe, Italian, American","₹ 1,500.00"
Ciclo Cafe,Yes,No,4.1 /5,1332,Indiranagar,"Lounge, Casual Dining","Continental, Modern Indian","₹ 1,800.00"
 Lamb Racks,yes,yes,4.0 /5,,Indiranagar,Lounge,"Fast Food, European","₹ 1,100.00"
The Humming Tree,No,No,3.4 /5,2432,Indiranagar,"Pub, Microbrewery","Continental, North Indian, Finger Food","₹ 1,400.00"
Murphy's Brewhouse - The Paul Bangalore,No,Yes,3.0 /5,2039,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Cafe","₹ 1,800.00"
Loveshack,No,Yes,2.9 /5,1808,Domlur,"Casual Dining, Pub","Continental, BBQ, Steak","₹ 1,200.00"
Plan B,No,No,3.7 /5,1699,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental","₹ 1,300.00"
Jonah's,Yes,Yes,3.8/5,1857,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak","₹ 1,600.00"
Hangover,Yes,Yes,3.3 /5,1431,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese","₹ 1,000.00"
Sherlock's Pub,No,Yes,3.7 /5,739,Indiranagar,Bar,"American, North Indian, Chinese","₹ 1,000.00"
Jimi's Beer Cafe,No,Yes,3.9 /5,822,Indiranagar,Lounge,"Continental, Chinese, North Indian","₹ 1,300.00"
Xtreme Sports Bar,No,Yes,4.1 /5,1118,Indiranagar,"Pub, Casual Dining",Finger Food,"₹ 1,000.00"
Pecos Stones,No,Yes,3.7 /5,1096,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian","₹ 1,600.00"
Bottle & Glass,No,Yes,3.5 /5,988,Indiranagar,Lounge,"Continental, Steak","₹ 1,300.00"
Bootlegger,No,Yes,3.8 /5,604,Indiranagar,Pub,"Chinese, Continental, American, Steak","₹ 1,300.00"
Blistering Barnacles,No,Yes,4.2 /5,1224,Indiranagar,"Pub, Casual Dining","Continental, South Indian, Mangalorean, Chinese, North Indian, Seafood","₹ 1,000.00"
Regulars Pub & Grub,No,Yes,3.3 /5,271,Indiranagar,Lounge,"North Indian, Chinese, Continental, Bengali","₹ 1,800.00"
Bflat Bar,No,Yes,3.9 /5,856,Indiranagar,"Casual Dining, Bar","Continental, Chinese, North Indian","₹ 1,000.00"
Head O State,No,Yes,3.5 /5,200,Indiranagar,Bar,"Chinese, European","₹ 1,400.00"
Knight Riders,No,No,3.5 /5,25,Domlur,Bar,"Seafood, Mexican, Continental, Finger Food","₹ 1,800.00"
Quench Bar,No,No,3.9 /5,108,Domlur,Bar,"North Indian, Chinese",₹ 900.00
H3O,No,No,3.9 /5,11,Indiranagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Fast Food",₹ 600.00
Inntense Restobar,No,Yes,,18,Indiranagar,Pub,"Finger Food, Salad, Chinese, Continental","₹ 1,000.00"
Watson's,Yes,No,4.1 /5,44,Indiranagar,"Bar, Casual Dining","Continental, Burger, Italian, Pizza, North Indian, Chinese, Finger Food","₹ 1,400.00"
Boozers Bar & Kitchen,No,No,0,700,Indiranagar,Bar,"Continental, North Indian, Italian","₹ 2,000.00"
Agent Jack's Bar,No,Yes,3.0/5,597,Indiranagar,"Casual Dining, Bar","North Indian, Chinese, Mangalorean","₹ 1,200.00"
Swing,No,Yes,4.2 /5,205,Indiranagar,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean","₹ 1,500.00"
Big Pitcher,No,Yes,4.1 /5,9300,Old Airport Road,Bar,Finger Food,"₹ 1,500.00"
CloudNYN - Sterling Mac Hotel,No,No,3.8 /5,417,Old Airport Road,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian","₹ 2,500.00"
20 Char - Sterlings MAC Hotel,No,Yes,2.6 /5,427,Old Airport Road,Bar,"Chinese, Continental","₹ 1,300.00"
Jeff's - Royal Orchid Hotel,No,No,4.5/5,80,Old Airport Road,"Casual Dining, Pub",Continental,"₹ 1,500.00"
Hello Resto-Pub,Yes,Yes,4.2 /5,348,Old Airport Road,"Casual Dining, Bar","North Indian, Fast Food","₹ 1,300.00"
Night Booze,No,No,4.0/5,8,Thippasandra,"Bar, Casual Dining","South Indian, Finger Food","₹ 1,400.00"
Bob's Bar,No,No,4.0/5,548,Indiranagar,"Microbrewery, Pub","North Indian, Continental, Chinese","₹ 1,300.00"
Nevermind - Bar & Social,No,Yes,3.6/5,221,Indiranagar,"Casual Dining, Bar","Japanese, Sushi, Asian",₹ 800.00
The Fatty Bao - Asian Gastro Bar,Yes,No,4.0/5,3823,Indiranagar,"Bar, Casual Dining","Continental, Finger Food","₹ 1,100.00"
The Black Rabbit,No,Yes,,4239,Indiranagar,"Bar, Casual Dining","Continental, Asian, Italian, North Indian","₹ 1,100.00"
1131 Bar + Kitchen,No,Yes,4.5 /5,2861,Indiranagar,"Fine Dining, Bar","Modern Indian, European, American","₹ 1,500.00"
Sly Granny - The Community House,No,Yes,4.0/5,980,Indiranagar,"Bar, Casual Dining","European, Continental, Asian, Finger Food","₹ 1,500.00"
BTDT? Been There Done That,No,Yes,4.0/5,962,Indiranagar,"Casual Dining, Bar","North Indian, Mughlai, Desserts","₹ 1,800.00"
Dhaba - Estd 1986 Delhi,Yes,Yes, Rated 3.0',1526,Indiranagar,Pub,"Russian, Continental, North Indian","₹ 1,100.00"
Tippler,No,Yes,4.5 /5,2946,Indiranagar,Pub,"American, Asian, European, North Indian","₹ 1,400.00"
Monkey Bar,Yes,No, 4.0/5,3890,Indiranagar, we were seated at the dark shady looking top floor but on our insisting, we can only taste basil in our Mexican pizza which was also a letdown. \n\nThe service,₹ 600.00
Murphy's Brewhouse - The Paul Bangalore,No,Yes,4.0/5,2039,Domlur,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",₹ 250.00
Nandhana Palace,No,Yes,4.4 /5,957,Indiranagar,"Casual Dining, Pub","Continental, BBQ, Steak",₹ 200.00
Plan B,No,No,4.05,1699,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental",₹ 300.00
Jonah's,Yes,Yes,4.2 /5,1857,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak",₹ 800.00
Hangover,Yes,Yes,4.0/5,1431,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese",₹ 250.00
Sherlock's Pub,No,Yes,4.0/5,739,Indiranagar,"Bar, Casual Dining","Continental, Burger, Italian, Pizza, North Indian, Chinese, Finger Food","₹ 1,000.00"
Boozers Bar & Kitchen,No,No,4.3 /5,700,Indiranagar,Bar,"American, North Indian, Chinese",₹ 300.00
Jimi's Beer Cafe,No,Yes,4.0/5,822,Indiranagar,"Pub, Casual Dining",Finger Food,₹ 300.00
Pecos Stones,No,Yes,4.0/5,1096,Indiranagar,"Bar, Casual Dining","Continental, Chinese, Italian",₹ 600.00
Bottle & Glass,No,Yes,4.0/5,988,Indiranagar,Cafe,Cafe,₹ 400.00
Cafe Centralis,Yes,No,4.2 /5,114,New BEL Road,Quick Bites,Rolls,₹ 300.00
Kolkata Kati Roll,Yes,No,4.2 /5,14,Sahakara Nagar,Quick Bites,"Desserts, Ice Cream",₹ 350.00
Churn,Yes,No,4.2 /5,58,New BEL Road,Quick Bites,"Fast Food, Rolls",₹ 400.00
Kolkata Famous Kati Rolls,Yes,No,4.0/5,79,Hebbal,Quick Bites,"North Indian, Fast Food, Chinese, Beverages","₹ 1,100.00"
The Street Kitchen,Yes,No,4.0/5,16,New BEL Road,Cafe,"Cafe, Continental",₹ 800.00
Plated,Yes,Yes,4.6/5,554,New BEL Road,Dessert Parlor,"Ice Cream, Desserts",₹ 300.00
Baskin Robbins,Yes,No, 2/5,34,New BEL Road,"Casual Dining, Cafe","Continental, European, Mediterranean, Cafe, Steak",₹ 450.00
Peppermill Bistro,Yes,Yes,4.2 /5,868,New BEL Road,"Takeaway, Delivery","Fast Food, Beverages, Desserts",₹ 200.00
Yumjar,Yes,No,4.0 /5,9,Sahakara Nagar,Quick Bites,"North Indian, Chinese",₹ 200.00
Tandoori Delight,Yes,No,NEW,46,New BEL Road,Casual Dining,"South Indian, North Indian, Chinese",₹ 150.00
Ootada Mane,Yes,No,4.1 /5,67,Yeshwantpur,Cafe,"Cafe, Beverages, Healthy Food",₹ 600.00
Cafe Poetry,Yes,No,4.2 /5,55,New BEL Road,"Takeaway, Delivery","Desserts, Beverages",₹ 800.00
Sweetie Celebrations Cafe,Yes,No, 4.0/5,0,New BEL Road,Quick Bites,Andhra,₹ 200.00
Rabbit Paradise,Yes,No,4.1 /5,4,Sahakara Nagar,Pub,Fast Food,₹ 400.00
Khan Saheb Grills and Rolls,Yes,No,4.1 /5,114,New BEL Road,Cafe,"Continental, Burger, Italian, Pizza, North Indian, Salad",₹ 400.00
B1,Yes,Yes,3.9 /5,123,New BEL Road,Quick Bites,"Cafe, Italian, Continental, Beverages","₹ 1,200.00"
Ember The Calabash,Yes,No,3.9 /5,670,New BEL Road,Bakery,"North Indian, Chinese, Arabian",₹ 600.00
Chaska Inn,Yes,No,4.0 /5,0,New BEL Road,Quick Bites,Bakery,₹ 300.00
Chef Baker's,Yes,No,4.0 /5,0,New BEL Road,Quick Bites,"North Indian, Biryani, Charcoal Chicken","₹ 2,000.00"
Chef Kitchen,Yes,No,4.2 /5,19,New BEL Road,Beverage Shop,"South Indian, Street Food","₹ 2,000.00"
Hatti Kaapi,Yes,No,2.0 /5,0,New BEL Road,Cafe,Beverages,"₹ 1,700.00"
Big Straw Blast,Yes,No,4.0 /5,6,Sahakara Nagar,Casual Dining,"Cafe, European, Continental","₹ 1,500.00"
The Rich Crust,Yes,No,3.9 /5,43,Sahakara Nagar,Quick Bites,"Andhra, Biryani, North Indian, Chinese","₹ 1,500.00"
Nandhana Palace,No,No,3.9 /5,1282,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese","₹ 2,800.00"
Sunaina Sapice,Yes,No,3.7 /5,7,New BEL Road,"Bakery, Cafe","Pizza, Fast Food","₹ 3,000.00"
Domino's Pizza,Yes,No,4.0 /5,257,New BEL Road,Casual Dining,"Bakery, Cafe, Desserts","₹ 3,000.00"
The Crust Factory,Yes,No,3.6 /5,11,Yeshwantpur,Cafe,"North Indian, BBQ","₹ 1,500.00"
Sholay - The Barbeque,Yes,Yes,4.0 /5,45,New BEL Road,Quick Bites,"Cafe, North Indian, Chinese, Fast Food","₹ 1,500.00"
Cafe Mandala,Yes,No,3.9 /5,48,New BEL Road,"Microbrewery, Casual Dining","South Indian, Biryani","₹ 2,500.00"
Cubbonpete Donne Biryani,Yes,No,4.0/5,92,Sahakara Nagar,Club,Modern Indian,"₹ 2,000.00"
Alchemy - The Chancery Pavilion,No,Yes,3.8 /5,485,Residency Road,Lounge,"Chinese, Continental, North Indian","₹ 3,000.00"
NoLimmits Lounge and Club,Yes,Yes,3.5 /5,2169,Brigade Road,"Pub, Casual Dining","Asian, North Indian, Thai","₹ 3,000.00"
The 13th Floor,No,Yes,2.9 /5,4611,MG Road,"Casual Dining, Pub","Continental, Chinese, Finger Food, North Indian",
SkyDeck By Sherlock's,No,Yes,3.5 /5,1461,MG Road,Club,"North Indian, Pizza, Chinese","₹ 1,500.00"
Smaaash,No,Yes,3.6 /5,549,MG Road,Lounge,Continental,"₹ 1,500.00"
Ice - Taj MG Road Bengaluru,No,Yes,3.7 /5,613,MG Road,"Lounge, Bar","North Indian, Chinese, Mediterranean","₹ 1,500.00"
i-Bar - The Park Bangalore,No,No,3.3 /5,623,MG Road,"Casual Dining, Bar","North Indian, Mediterranean, Chinese",₹ 500.00
Aqua - The Park Bangalore,No,Yes,4.7 /5,195,MG Road,"Casual Dining, Bar","Continental, Chinese","₹ 2,500.00"
Mighty Small,No,No, 4.0/5,259,MG Road,"Microbrewery, Casual Dining","Thai, Continental, North Indian",₹ 800.00
White Plate,No,Yes,3.4/5,261,MG Road,Lounge,"Continental, BBQ, Salad","₹ 1,700.00"
Communiti,No,No,4.3/5,4021,Residency Road,"Pub, Microbrewery",Continental,"₹ 1,700.00"
Skyye,No,Yes,4.1 /5,3133,Lavelle Road,Fine Dining,"American, Continental","₹ 1,200.00"
Arbor Brewing Company,No,Yes,4.3 /5,8413,Brigade Road,"Fine Dining, Lounge","Asian, Japanese, Thai","₹ 1,300.00"
Kaza,No,Yes,2.9/5,888,Lavelle Road,Fine Dining,"Japanese, Asian","₹ 1,300.00"
Shiro,Yes,Yes,3.8/5,2242,Lavelle Road,"Casual Dining, Bar"," all I've to say is that the experience more than makes up for it."""")","₹ 1,700.00"
The Permit Room,No,No,,1602,Brigade Road,"Casual Dining, Microbrewery","Asian, Continental, European, North Indian","₹ 1,500.00"
ShakesBierre,No,Yes,4.2 /5,371,Brigade Road, chowmein,Modern Indian,"₹ 1,900.00"
Farzi Cafe,No,No,4.4 /5,2428,Lavelle Road,"Casual Dining, Bar", ('Rated 5.0',"₹ 1,300.00"
Hard Rock Cafe,No,Yes,2.6 /5,5284,St. Marks Road,"Casual Dining, Bar", the happy hour menu is quite attractive. I have personally tried everything on that and definitely suggest Red hot chilli fries. I also tried the burger here,"₹ 1,300.00"
MISU,Yes,Yes, Rated 5.,1250,St. Marks Road,"Casual Dining, Bar","Continental, Italian","₹ 3,000.00"
Bangalore Brew Works,No,Yes,4.2 /5,2233,Residency Road,"Casual Dining, Irani Cafee","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","₹ 1,100.00"
Fava,No,Yes,,2054,Lavelle Road,"Pub, Casual Dining","Parsi, North Indian","₹ 1,200.00"
Soda Bottle Opener Wala,Yes,Yes,4.5 /5,3712,Lavelle Road,"Pub, Microbrewery","Continental, Chinese, North Indian, Finger Food","₹ 1,400.00"
The Bar Stock Exchange,No,No,4.5 /5,643,St. Marks Road,"Microbrewery, Casual Dining","Continental, BBQ, Finger Food",
The Biere Club,Yes,Yes,,3496,Lavelle Road,Lounge,Modern Indian,"₹ 1,100.00"
Alchemy - The Chancery Pavilion,No,Yes,4.5 /5,485,Residency Road,"Bar, Casual Dining","Mexican, Tex-Mex","₹ 1,000.00"
Sanchez,No,No,3.9/5,1050,Lavelle Road,Lounge,Modern Indian,"₹ 1,500.00"
RockSalt,Yes,Yes, 'Rated 5.0',498,St. Marks Road,"Casual Dining, Bar","Continental, Mediterranean, European","₹ 1,000.00"
Hoppipola,No,No,3.9 /5,1721,Church Street,Pub,"North Indian, Chinese, Continental, Italian","₹ 1,600.00"
Tree Tops Bar & Kitchen,No,Yes,4.0 /5,133,Lavelle Road,Pub,"Finger Food, North Indian","₹ 1,200.00"
Watson's,No,Yes,4.1 /5,1430,Ulsoor,Lounge,"American, North Indian, Chinese","₹ 1,200.00"
Drinks & nightlife,MG Road,Yes,4.3 /5,261,Brigade Road,"Bar, Casual Dining",Finger Food,"₹ 1,100.00"
The Barn - Bar & Kitchen,No,Yes,4.4 /5,479,Residency Road,"Bar, Casual Dining","Finger Food, Continental","₹ 2,000.00"
Aquila,Drinks & nightlife,Yes,4.5 /5,2272,Church Street,"Casual Dining, Bar","Mediterranean, Italian, Asian","₹ 1,100.00"
Bang - The Ritz-Carlton,No,No,4.4 /5,300,St. Marks Road, ('Rated 3.0',"European, North Indian, Mediterranean, Asian, Salad","₹ 1,000.00"
Easy Tiger,No,Yes,4.2 /5,2291,St. Marks Road,Pub,,"₹ 2,000.00"
Capri Gastrobar,No,Yes,4.2 /5,,MG Road,"Casual Dining, Bar","Continental, Italian, Burger","₹ 2,000.00"
The Open Box,Yes,No,4.2 /5,1345,Church Street,"Pub, Casual Dining","American, Continental, Steak, Salad","₹ 1,500.00"
Russh Gastropub,No,Yes,3.3/5,0,Ulsoor,"Bar, Casual Dining","Continental, Chinese, Fast Food",₹ 600.00
20 Feet High,Yes,No,4.0/5,102,Residency Road,"Casual Dining, Bar","Finger Food, Continental, Pizza","₹ 1,000.00"
Copacabana Pub,Yes,Yes,4.2 /5,409,Brigade Road,Pub,"South Indian, Chettinad, Kerala, Seafood","₹ 1,000.00"
Amber Rush Restobar,No,Yes,4.3 /5,684,Church Street,"Pub, Casual Dining","Continental, Steak","₹ 2,000.00"
Laughing Llama Gastropub,Yes,Yes,4.2 /5,1545,Lavelle Road,Bar,Finger Food,"₹ 1,700.00"
Coconut Grove,No,No,4.0 /5,558,Brigade Road,Pub,Finger Food,"₹ 1,500.00"
Bootlegger,No,Yes,NEW,23,Richmond Road,Bar,"North Indian, Chinese","₹ 2,500.00"
Pecos Classic,No,No,4.1 /5,952,Brigade Road,Bar,"North Indian, Chinese, Fast Food","₹ 2,400.00"
My Space - WelcomeHotel Bengaluru,No,No,4.2 /5,516,Residency Road,Bar,"Continental, Chinese","₹ 1,400.00"
Guzzlers Inn,No,No,4.0/5,1218,Brigade Road,Lounge,"Finger Food, Mediterranean, North Indian","₹ 2,200.00"
Chin Lung Resto Bar,No,No,0,38,Richmond Road,Pub,Finger Food,"₹ 1,900.00"
Le Rock,Yes,No,4.2/5,397,Brigade Road,Bar,"Finger Food, Continental, Asian, North Indian","₹ 1,000.00"
Fuel Resto Bar,No,No,4.1 /5,749,Church Street,"Bar, Casual Dining",Finger Food,₹ 800.00
Fusion Lounge,No,Yes,4.1 /5,190,St. Marks Road,Pub,"Italian, North Indian, Continental",₹ 700.00
Chugg,No,No,4.1 /5,235,Langford Town,Lounge,"North Indian, Continental","₹ 1,000.00"
Scottish Pub,No,No,4.1 /5,298,Residency Road,Lounge,Finger Food,"₹ 1,200.00"
ThrowBack - Pub & Dine,No,No,3.9 /5,95,Residency Road,Lounge,Finger Food,"₹ 1,000.00"
Downtown,No,No,3.9 /5,45,Residency Road,Lounge,Finger Food,"₹ 1,300.00"
The Ritz-Carlton Bar - The Ritz-Carlton,No,No,4.0 /5,64,Ulsoor,Lounge,Spanish,"₹ 2,500.00"
Sphyre - Gateway Hotel,No,Yes,4.0 /5,73,Lavelle Road,Bar,"Finger Food, Continental, Chinese","₹ 1,200.00"
Slounge - Lemon Tree Premier,No,No,4.1 /5,100,Ulsoor,Bar,"North Indian, Chinese",
Bar UNO - JW Marriott Bengaluru,No,Yes,4.2 /5,110,Ulsoor,"Bar, Casual Dining","Finger Food, Fast Food, Continental","₹ 1,300.00"
Liquid Lounge - Hyatt Centric MG Road,No,Yes,4.3 /5,29,Richmond Road,"Bar, Cafe","Bar Food, North Indian","₹ 1,300.00"
Retro Lounge Bar,No,No,0,24,Brigade Road,Bar,"Continental, Cafe","₹ 1,200.00"
The Hub - Ibis Hotel,No,No,4.4 /5,0,Church Street,Bar,"North Indian, Chinese, Finger Food",
Flame Pub & Restaurant - Brigade Garden,No,No,4.2 /5,14,Residency Road,Bar,"South Indian, North Indian","₹ 1,500.00"
Rasta,No,No,4.0 /5,11,Shivajinagar,Lounge,"American, Finger Food","₹ 1,000.00"
Page 3 Multicuisine Restaurant & Bar,No,No,3.9 /5,0,Lavelle Road,Bar,"North Indian, Continental","₹ 1,500.00"
MM Bar & Restaurant,No,No,3.9 /5,11,St. Marks Road,"Pub, Cafe","Chinese, North Indian","₹ 2,000.00"
Manhattan,No,No,3.1 /5,4,Residency Road,"Casual Dining, Bar","North Indian, Thai, Japanese, Continental, Cafe","₹ 1,800.00"
Luscious - St. Mark's Hotel,No,No,2.5/5,4840,Cunningham Road,"Casual Dining, Pub","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","₹ 1,000.00"
The Charlton Bar,No,Yes,3.5 /5,606,Infantry Road,,"American, Finger Food, BBQ, Steak","₹ 3,000.00"
Hammered,Yes,Yes,3.8 /5,2030,Shanti Nagar,Lounge, but the chicken wings,"₹ 1,500.00"
1Q1,No,No,3.9 /5,,,"Bar, Casual Dining","North Indian, Mughlai, Mediterranean","₹ 1,000.00"
Plan B,Yes,Yes,5,327,Cunningham Road,"Bar, Casual Dining","Continental, North Indian","₹ 2,000.00"
Eat & Drink,No,Yes,2.9 /5,2721,Brigade Road, ('Rated 3.0',"Asian, Burger, Chinese, Finger Food","₹ 1,500.00"
Skylit - Citrus Hotels,No,Yes,3.5 /5,220,Residency Road,"Pub, Casual Dining", but the ambience kinda ruined the experience!'),"₹ 2,500.00"
Double Decker,No,Yes,3.6 /5,432,New BEL Road,"Pub, Casual Dining","Continental, Chinese, Finger Food, North Indian","₹ 1,700.00"
Sotally Tober,No,Yes,3.6 /5,1462,MG Road,"Casual Dining, Pub","Continental, Finger Food, Pizza, North Indian","₹ 1,200.00"
SkyDeck By Sherlock's,No,Yes,3.7 /5,549,MG Road,"Casual Dining, Bar",Asian,"₹ 1,000.00"
Bangalore Pub Exchange,No,Yes,3.3 /5,232,MG Road,Pub,"Kerala, Seafood","₹ 1,300.00"
Smaaash,No,Yes,4.7 /5,338,MG Road,"Lounge, Bar","North Indian, Chinese","₹ 2,100.00"
Fort Kochi,No,No,3.4/5,195,MG Road,"Casual Dining, Bar","Continental, Chinese","₹ 1,900.00"
WYT RestroPub,No,Yes,4.2 /5,259,MG Road,"Pub, Microbrewery","Thai, Continental, North Indian","₹ 1,700.00"
Aqua - The Park Bangalore,No,No, 2.0/5,261,MG Road,"Pub, Microbrewery","Finger Food, Continental","₹ 1,000.00"
Mighty Small,No,Yes,4.2 /5,10,MG Road,"Casual Dining, Bar","American, Continental","₹ 1,500.00"
White Plate,No,No,3.7 /5,8414,Brigade Road,"Casual Dining, Bar",South Indian,"₹ 1,300.00"
The Brew Witch Club,No,Yes,4.7 /5,1604,Brigade Road,"Casual Dining, Bar","American, BBQ","₹ 1,000.00"
Arbor Brewing Company,No,No,4.5 /5,5285,St. Marks Road,"Casual Dining, Bar","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean","₹ 1,100.00"
The Permit Room,No,Yes,4,1255,St. Marks Road,"Casual Dining, Bar","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","₹ 1,200.00"
Hard Rock Cafe,No,Yes,4.2 /5,2054,Lavelle Road, Mochar Chop,"Bengali, Seafood","₹ 1,400.00"
MISU,Yes,Yes,4.0 /5,1135,Church Street,"Pub, Casual Dining", Smoked Hilsa. And we tried there signature cocktails kalboisakhi it was really tantalizing.\n\nIn main course we had,"₹ 1,100.00"
Fava,No,Yes,3.9 /5,781,MG Road,"Casual Dining, Bar","Continental, Chinese, North Indian, Finger Food","₹ 1,300.00"
Oh! Calcutta,Yes,no,4.4 /5,644,St. Marks Road,"Pub, Microbrewery","European, Italian, Seafood, Continental","₹ 1,000.00"
The Bar Stock Exchange,No,Yes,3.1 /5,3496,Lavelle Road,"Casual Dining, Bar",Modern Indian,"₹ 1,500.00"
Sunny's,No,Yes,4.0 /5,498,St. Marks Road,"Casual Dining, Bar",Chinese,"₹ 1,000.00"
The Biere Club,Yes,Yes,4.0 /5,1428,Church Street,Pub,"North Indian, Chinese, Continental, Italian","₹ 1,600.00"
RockSalt,Yes,Yes,3.9 /5,134,Lavelle Road,Pub,"American, North Indian, Chinese","₹ 1,200.00"
Mainland China,Yes,Yes,4.1 /5,260,Brigade Road,"Casual Dining, Bar","Finger Food, North Indian","₹ 1,200.00"
Tree Tops Bar & Kitchen,No,Yes,3.9 /5,1430,Ulsoor,"Bar, Casual Dining","North Indian, Mughlai","₹ 4,000.00"
The Barn - Bar & Kitchen,No,Yes,3.7 /5,337,Lavelle Road,"Bar, Casual Dining","Finger Food, Continental","₹ 1,200.00"
Pubs and bars,yes,Yes,3.2 /5,2272,Church Street,"Casual Dining, Bar","Mediterranean, Italian, Asian","₹ 1,100.00"
Watson's,No,No,3.0/5,300,St. Marks Road,Pub,"European, North Indian, Mediterranean, Asian, Salad","₹ 1,200.00"
Pubs and bars,yes,Yes,3.7 /5,2291,St. Marks Road,"Casual Dining, Bar","Continental, Italian, Burger",[]
The Spice Bazaar,No,Yes,3.7 /5,1347,Church Street,"Casual Dining, Bar","Chinese, Momos","₹ 2,000.00"
Easy Tiger,No,No,3.7 /5,509,Lavelle Road,"Casual Dining, Bar","Goan, Mangalorean, Pizza","₹ 1,100.00"
Capri Gastrobar,No,Yes,3.3 /5,986,Ulsoor,"Pub, Casual Dining","American, Continental, Steak, Salad","₹ 1,000.00"
The Open Box,Yes,Yes,3.3 /5,938,Church Street,Pub,"Mexican, Italian, Fast Food, North Indian","₹ 1,700.00"
Russh Gastropub,No,Yes,3.3 /5,0,Ulsoor,"Bar, Casual Dining","Continental, Chinese, Fast Food","₹ 2,000.00"
The Rice Bowl,Yes,No,2.8 /5,102,Residency Road,"Casual Dining, Bar","Finger Food, Continental, Pizza","₹ 2,000.00"
Carnival de Goa,Yes,Yes,4.0 /5,410,Brigade Road,"Casual Dining, Pub","South Indian, Chettinad, Kerala, Seafood","₹ 3,500.00"
20 Feet High,Yes,Yes,4.1 /5,684,Church Street,"Fine Dining, Bar","American, Continental, BBQ, Steak","₹ 1,300.00"
Copacabana Pub,Yes,Yes,4.2 /5,4445,Brigade Road,Pub,North Indian,"₹ 1,800.00"
Amber Rush Restobar,No,No,4.4 /5,275,Residency Road,"Pub, Casual Dining","Continental, Steak","₹ 1,100.00"
Laughing Llama Gastropub,Yes,Yes,3.9 /5,1545,Lavelle Road,"Casual Dining, Bar",Finger Food,₹ 600.00
Coconut Grove,No,No,4.0 /5,558,Brigade Road,Cafe,"American, Mexican, Italian, Steak","₹ 1,000.00"
Plan B,No,Yes,3.3 /5,771,Ulsoor,Bar,,"₹ 1,200.00"
Riwaz - The Ritz-Carlton,No,Yes,3.0 /5,,MG Road,Pub,Finger Food,"₹ 1,000.00"
Bootlegger,No,yes,3.2 /5,23,Richmond Road,Bar,"North Indian, Chinese","₹ 1,800.00"
Pecos Classic,No,No,3.5 /5,952,Brigade Road,"Casual Dining, Bar","North Indian, Chinese, Fast Food","₹ 1,400.00"
The Grill House,Yes,No,3.8 /5,516,Residency Road,Bar,North Indian,"₹ 1,300.00"
